user_churned,average_events_weekend,average_events_weekday,num_songs_played_7d,num_ads_7d,num_error_7d,num_songs_played_30d,num_songs_played_90d,num_sessions,avg_time_per_session,avg_events_per_session,avg_gap_between_session,num_events,num_songs,num_artists,num_thumbs_down,num_thumbs_up,num_add_to_playlist,num_ads,num_add_friend,num_downgrade,num_upgrade,num_error,percentage_ad,days_since_active,repeats_ratio
0,96.16666666666669,91.64705882352942,11361,77,24,11361,11361,143,19768.790596573424,97.65034965034964,2.0492957746478875,13964,11361,4424,133,792,354,77,235,1,1,24,0.00551417931824692,367,0.2953085115746853
0,56.3125,57.5,3259,3,5,3259,3259,63,12829.417236507938,63.587301587301596,5.274193548387096,4006,3259,1933,36,294,82,3,54,1,1,5,0.0007488766849725411,367,0.15004602638846276
0,63.14285714285714,80.63636363636364,2501,11,6,2501,2501,34,18206.44539470588,91.26470588235294,10.303030303030305,3103,2501,1658,28,237,83,11,57,1,1,6,0.0035449564937157594,360,0.1331467413034786
0,99.54545454545456,84.81818181818181,3193,9,0,3193,3193,38,21011.292504473684,102.47368421052632,8.72972972972973,3894,3193,1837,23,286,91,9,63,1,1,0,0.0023112480739599386,362,0.15815847165674912
0,51.75,84.47368421052632,1490,5,1,1490,1490,20,18472.898787500006,90.6,16.473684210526315,1812,1490,1073,16,106,46,5,26,1,1,1,0.0027593818984547464,335,0.09865771812080536
0,98.0909090909091,77.26829268292683,3440,1,6,3440,3440,52,16587.53873538462,81.67307692307692,2.117647058823529,4247,3440,1960,35,292,103,1,74,1,1,6,0.00023546032493524838,138,0.16540697674418606
0,41.91666666666666,86.6530612244898,3874,4,5,3874,3874,69,13804.506881739131,68.82608695652173,1.4264705882352942,4749,3874,2162,39,329,134,4,72,1,1,5,0.0008422825858075384,137,0.16417139907072795
0,141.4,57.36666666666667,1968,7,1,1968,1968,34,14328.799304411768,71.41176470588233,9.606060606060606,2428,1968,1329,22,196,63,7,48,1,1,1,0.002883031301482702,341,0.11178861788617887
0,94.9375,76.30434782608695,4135,7,1,4135,4135,51,20124.812571372542,98.6078431372549,6.58,5029,4135,2303,50,293,140,7,81,1,1,1,0.0013919268244183733,359,0.1794437726723096
0,52.6,77.2,1771,4,3,1771,1771,31,14152.96696516129,70.74193548387096,3.3,2193,1771,1231,16,169,63,4,36,1,1,3,0.0018239854081167353,133,0.09599096555618293
0,70.81818181818181,75.41463414634147,3182,24,2,3182,3182,46,17262.714193913038,84.15217391304348,2.466666666666667,3871,3182,1902,27,290,91,24,60,1,1,2,0.006199948333763886,136,0.15210559396605905
0,68.83333333333333,81.27027027027026,2766,11,4,2766,2766,36,19330.99101277778,95.0,3.2571428571428567,3420,2766,1705,24,248,94,11,44,1,1,4,0.003216374269005848,136,0.14208242950108466
0,75.67307692307692,90.38311688311687,14435,45,16,14435,14435,228,15690.08796153509,78.30701754385964,1.105726872246696,17854,14435,5166,144,1351,461,45,256,1,1,16,0.002520443598073261,365,0.3349497748527883
0,141.5,74.0,548,0,0,548,548,7,19712.35260285714,93.28571428571428,17.0,653,548,473,6,48,12,0,6,1,0,0,0.0,115,0.038321167883211715
0,77.9,69.55263157894737,2789,26,3,2789,2789,38,18171.624827894742,90.05263157894737,8.54054054054054,3422,2789,1744,21,196,84,26,63,1,1,3,0.007597895967270602,357,0.13696665471495162
0,0.0,55.57142857142857,633,0,0,633,633,13,12216.72191307692,59.846153846153854,29.41666666666667,778,633,519,11,53,23,0,13,1,0,0,0.0,371,0.058451816745655576
0,69.66666666666667,33.823529411764696,801,1,1,801,801,21,9629.870523333337,47.28571428571429,5.05,993,801,620,16,75,20,1,16,1,0,1,0.0010070493454179257,120,0.07615480649188511
0,74.93333333333334,96.93076923076923,12309,39,18,12309,12309,163,18820.31202067485,91.09815950920246,1.7839506172839503,14849,12309,4637,115,842,374,39,195,1,1,18,0.0026264394908748065,365,0.3157851978227313
0,65.65517241379311,89.33333333333331,7821,8,13,7821,7821,118,16519.460671186444,82.0,2.606837606837607,9676,7821,3425,91,720,259,8,168,1,0,13,0.0008267879288962381,368,0.25175808720112514
0,68.54285714285714,89.0,10302,28,12,10302,10302,144,17761.141105208324,87.7361111111111,2.055944055944056,12634,10302,4137,97,925,296,28,177,1,1,12,0.002216241886971664,368,0.2943117841195885
0,95.825,89.74074074074076,12990,29,12,12990,12990,172,18812.090972790716,92.72093023255816,1.6257309941520468,15948,12990,4770,121,1151,423,29,247,1,1,12,0.00181840983195385,374,0.3257890685142417
0,90.5,82.19565217391305,3713,12,2,3713,3713,45,20723.606671555557,100.11111111111113,7.522727272727272,4505,3713,2075,24,268,98,12,83,1,1,2,0.002663706992230855,367,0.17236735793159175
0,62.63636363636363,86.76190476190477,2106,3,3,2106,2106,26,20142.84101615385,96.57692307692308,12.32,2511,2106,1373,15,147,70,3,25,1,1,3,0.0011947431302270011,330,0.1310541310541311
0,40.833333333333336,77.21052631578948,2632,5,2,2632,2632,37,17791.211610000006,85.91891891891892,9.166666666666666,3179,2632,1693,26,170,66,5,45,1,1,2,0.0015728216420257946,360,0.1322188449848024
0,98.1904761904762,82.07894736842105,6766,89,9,6766,6766,81,20702.43283074074,102.46913580246914,3.95,8300,6766,3129,70,500,200,89,129,1,1,9,0.01072289156626506,362,0.2367720957729825
0,83.88235294117645,103.77401129943505,18485,51,21,18485,18485,258,17836.948250968995,87.77519379844959,0.9221789883268484,22646,18485,5861,199,1666,555,51,323,1,1,21,0.0022520533427536874,364,0.3667297809034352
0,81.35135135135134,80.05555555555556,11756,30,15,11756,11756,178,16479.88390825843,81.6741573033708,1.5536723163841808,14538,11756,4459,118,1089,371,30,221,1,1,15,0.0020635575732562933,366,0.3086083701939435
0,78.39024390243901,77.6693548387097,10485,36,9,10485,10485,169,15444.68109704143,76.00591715976331,1.6428571428571428,12845,10485,4141,100,939,316,36,175,1,1,9,0.0028026469443363177,368,0.29270386266094417
0,49.875,80.28571428571429,3052,9,5,3052,3052,45,16688.98018644445,83.8,7.272727272727272,3771,3052,1798,35,293,84,9,54,1,1,5,0.002386634844868735,356,0.15792922673656618
0,75.77777777777777,88.36781609195404,7967,9,7,7967,7967,108,18351.7907062037,90.12962962962965,2.83177570093458,9734,7967,3513,71,716,233,9,142,1,1,7,0.00092459420587631,367,0.2619555667126898
0,71.78260869565217,80.17647058823529,6806,44,9,6806,6806,100,16906.363783399993,84.66,3.212121212121212,8466,6806,3141,67,680,217,44,118,1,1,9,0.005197259626742263,374,0.2387599177196591
